site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio
S058,17,122,5.99,0.3979,0.4077,6.807,0.3979,4.7692
S058,18,122,5.99,0.4146,0.4154,6.9351,0.4146,57.2044
S058,19,122,5.99,0.422,0.422,7.0451,0.422,
S059,6,122,2.0,0.2721,0.2783,13.9127,-0.2466,0.3218
S059,7,122,2.0,0.2699,0.2778,13.8886,-0.2568,0.3157
S059,8,122,2.0,0.1973,0.2256,11.2788,-0.1745,0.5596
S059,9,122,2.0,0.1176,0.1507,7.5374,-0.0093,0.9778
S059,10,122,2.0,0.1729,0.2149,10.747,0.0869,1.2041
S059,11,122,2.0,0.2059,0.2443,12.2164,0.1375,1.3142
S059,12,122,2.0,0.2202,0.2609,13.0431,0.1407,1.3137
S059,13,122,2.0,0.2013,0.2465,12.3239,0.129,1.2909
S059,14,122,2.0,0.1586,0.1974,9.8699,0.0505,1.1151
S059,15,122,2.0,0.109,0.1542,7.7124,-0.0457,0.8923
S059,16,122,2.0,0.1628,0.1795,8.9772,-0.1409,0.6458
S059,17,122,2.0,0.2579,0.2685,13.4228,-0.2452,0.3602
S059,18,122,2.0,0.2714,0.2786,13.9308,-0.2522,0.3169
S059,19,122,2.0,0.2742,0.2796,13.9785,-0.2493,0.3194
S060,6,122,5.84,0.0095,0.0311,0.5325,-0.0095,0.0
S060,7,122,5.84,0.1582,0.2627,4.4989,-0.1582,0.0475
S060,8,122,5.84,0.3199,0.396,6.7814,-0.2436,0.5923
S060,9,122,5.84,0.473,0.6188,10.5954,-0.0418,0.9648
S060,10,122,5.84,0.6046,0.7705,13.194,0.1204,1.075
S060,11,122,5.84,0.6771,0.8311,14.2315,0.0246,1.0127
S060,12,122,5.84,0.7328,0.9375,16.0538,0.0985,1.0492
S060,13,122,5.84,0.6554,0.8159,13.9711,0.2321,1.1325
S060,14,122,5.84,0.6037,0.7523,12.881,0.1069,1.0723
S060,15,122,5.84,0.5058,0.6777,11.6037,-0.0762,0.9311
S060,16,122,5.84,0.1992,0.3538,6.0586,-0.1356,0.7282
S060,17,122,5.84,0.0912,0.1828,3.1297,-0.0905,0.2824
S060,18,122,5.84,0.0111,0.0381,0.6522,-0.0111,0.0
S060,19,122,5.84,0.0,0.0,0.0,0.0,
S061,6,122,3.784,0.0052,0.0169,0.4463,-0.0052,0.0
S061,7,122,3.784,0.1148,0.1946,5.1418,-0.1148,0.0258
S061,8,122,3.784,0.2991,0.3632,9.5994,-0.2904,0.3563
S061,9,122,3.784,0.3067,0.453,11.9714,-0.2479,0.7009
S061,10,122,3.784,0.3498,0.5158,13.6308,-0.1965,0.8247
S061,11,122,3.784,0.4007,0.5913,15.6259,-0.2839,0.7962
S061,12,122,3.784,0.3882,0.5507,14.5541,-0.2176,0.8421
S061,13,122,3.784,0.3602,0.5124,13.5414,-0.1015,0.9164
S061,14,122,3.784,0.3644,0.5256,13.8892,-0.2103,0.8042
S061,15,122,3.784,0.2387,0.3448,9.1124,-0.1815,0.7399
S061,16,122,3.784,0.1782,0.2556,6.7555,-0.1708,0.4676
S061,17,122,3.784,0.0588,0.113,2.9858,-0.0588,0.1573
S061,18,122,3.784,0.0046,0.0168,0.4438,-0.0046,0.0
S061,19,122,3.784,0.0,0.0,0.0,0.0,
S062,6,122,4.4537,0.2136,0.2139,4.8019,0.2136,69.5721
S062,7,122,4.4537,0.1683,0.1817,4.079,0.1389,2.6651
S062,8,122,4.4537,0.1449,0.1918,4.3066,0.085,1.2439
S062,9,122,4.4537,0.2498,0.3192,7.1661,0.1627,1.2453
S062,10,122,4.4537,0.2532,0.332,7.4554,0.1746,1.1877
S062,11,122,4.4537,0.2886,0.3857,8.6598,0.1239,1.1061
S062,12,122,4.4537,0.3119,0.3859,8.6638,0.1855,1.1577
S062,13,122,4.4537,0.344,0.4405,9.8904,0.206,1.1881
S062,14,122,4.4537,0.2727,0.3517,7.8971,0.156,1.1678
S062,15,122,4.4537,0.2123,0.2647,5.9426,0.1577,1.253
S062,16,122,4.4537,0.2102,0.2295,5.1521,0.1986,1.7497
S062,17,122,4.4537,0.207,0.213,4.7832,0.2065,4.9872
S062,18,122,4.4537,0.214,0.2143,4.8114,0.214,80.1133
S062,19,122,4.4537,0.2167,0.2167,4.8656,0.2167,
S063,6,122,3.66,0.204,0.204,5.5738,0.204,
S063,7,122,3.66,0.1699,0.1834,5.0106,0.1397,3.0652
S063,8,122,3.66,0.1858,0.2461,6.723,0.0093,1.0212
S063,9,122,3.66,0.3341,0.4536,12.3945,-0.0128,0.9867
S063,10,122,3.66,0.3594,0.4832,13.2015,0.0125,1.0094
S063,11,122,3.66,0.4036,0.5189,14.1769,-0.0799,0.951
S063,12,122,3.66,0.4377,0.5783,15.7994,-0.0556,0.9668
S063,13,122,3.66,0.4575,0.6274,17.1418,-0.053,0.9673
S063,14,122,3.66,0.3948,0.541,14.7811,0.0017,1.0013
S063,15,122,3.66,0.257,0.342,9.3449,0.1088,1.127
S063,16,122,3.66,0.2604,0.3017,8.2437,0.1887,1.5059
S063,17,122,3.66,0.2058,0.2165,5.9147,0.2041,4.7783
S063,18,122,3.66,0.2057,0.2062,5.633,0.2057,
S063,19,122,3.66,0.204,0.204,5.5738,0.204,
S064,6,122,3.288,0.12,0.12,3.6496,0.12,
S064,7,122,3.288,0.1047,0.1182,3.5962,0.0603,1.935
S064,8,122,3.288,0.1164,0.1498,4.5557,0.0003,1.001
S064,9,122,3.288,0.1733,0.2405,7.3155,0.0426,1.0743
S064,10,122,3.288,0.2183,0.311,9.4577,0.1034,1.1331
S064,11,122,3.288,0.2428,0.3446,10.4812,0.0931,1.0982
S064,12,122,3.288,0.2582,0.3364,10.2317,0.1134,1.1136
S064,13,122,3.288,0.2959,0.3677,11.1842,0.1805,1.2007
S064,14,122,3.288,0.28,0.3371,10.2512,0.1977,1.2735
S064,15,122,3.288,0.2613,0.3067,9.3292,0.2088,1.4257
S064,16,122,3.288,0.2296,0.2683,8.1589,0.2079,1.9416
S064,17,122,3.288,0.1336,0.146,4.4409,0.1326,4.3848
S064,18,122,3.288,0.1194,0.1199,3.6461,0.1194,77.6782
S064,19,122,3.288,0.12,0.12,3.6496,0.12,
S065,6,122,1.9239,0.1132,0.1137,5.9082,0.1124,18.5815
S065,7,122,1.9239,0.0857,0.0938,4.8777,0.0612,2.0236
S065,8,122,1.9239,0.0916,0.1259,6.5464,0.0149,1.0609
S065,9,122,1.9239,0.1694,0.2394,12.4434,0.0548,1.1046
S065,10,122,1.9239,0.1894,0.2722,14.1498,0.0956,1.1363
S065,11,122,1.9239,0.199,0.2845,14.7883,0.0152,1.017
S065,12,122,1.9239,0.1921,0.2696,14.0156,0.051,1.0573
S065,13,122,1.9239,0.2099,0.296,15.3829,0.0393,1.0455
S065,14,122,1.9239,0.1925,0.2704,14.0525,-0.0023,0.9968
S065,15,122,1.9239,0.1325,0.1809,9.4038,0.0517,1.1097
S065,16,122,1.9239,0.1194,0.1387,7.2089,0.0914,1.4704
S065,17,122,1.9239,0.1007,0.1066,5.5383,0.099,3.1771
S065,18,122,1.9239,0.1133,0.1137,5.9111,0.1124,15.7475
S065,19,122,1.9239,0.1149,0.1151,5.9844,0.114,24.989
S066,6,122,5.45,0.375,0.3771,6.9186,0.375,26.0
S066,7,122,5.45,0.2475,0.2768,5.0782,0.2021,2.0759
S066,8,122,5.45,0.3644,0.5418,9.9418,-0.273,0.5883
S066,9,122,5.45,0.8879,1.128,20.6977,-0.853,0.3138
S066,10,122,5.45,1.3327,1.5743,28.8864,-1.314,0.2289
S066,11,122,5.45,1.5461,1.7991,33.0104,-1.5314,0.203
S066,12,122,5.45,1.695,1.9541,35.8544,-1.6871,0.1878
S066,13,122,5.45,1.4832,1.7399,31.9247,-1.4743,0.2092
S066,14,122,5.45,1.1562,1.4093,25.8586,-1.1331,0.2561
S066,15,122,5.45,0.6781,0.8794,16.1365,-0.6383,0.3793
S066,16,122,5.45,0.2627,0.4048,7.4266,-0.1019,0.7929
S066,17,122,5.45,0.3149,0.3337,6.1228,0.2697,3.2411
S066,18,122,5.45,0.377,0.3792,6.9574,0.377,29.9245
S066,19,122,5.45,0.39,0.39,7.156,0.39,
S068,6,122,1.223,0.0576,0.0577,4.7212,0.0576,64.8818
S068,7,122,1.223,0.0452,0.0515,4.2075,0.0303,2.0379
S068,8,122,1.223,0.0425,0.0596,4.87,0.0076,1.0644
S068,9,122,1.223,0.0688,0.0919,7.517,0.0106,1.0449
S068,10,122,1.223,0.0849,0.113,9.2389,0.0191,1.0624
S068,11,122,1.223,0.098,0.1377,11.2575,0.0003,1.0007
S068,12,122,1.223,0.0998,0.1387,11.337,-0.0024,0.9938
S068,13,122,1.223,0.1079,0.1467,11.997,0.0116,1.0318
S068,14,122,1.223,0.1059,0.1346,11.0086,0.0204,1.0694
S068,15,122,1.223,0.0809,0.1026,8.3912,0.0372,1.1959
S068,16,122,1.223,0.0567,0.0658,5.3773,0.044,1.4866
S068,17,122,1.223,0.0511,0.055,4.4955,0.0504,3.4096
S068,18,122,1.223,0.0563,0.0568,4.6445,0.0563,26.4333
S068,19,122,1.223,0.0585,0.0585,4.7833,0.0585,
S069,6,122,3.0,0.0,0.0,0.0,0.0,
S069,7,122,3.0,0.003,0.0328,1.0933,0.003,
S069,8,122,3.0,0.1963,0.311,10.3682,0.1963,
S069,9,122,3.0,0.5947,0.664,22.1335,0.5947,
S069,10,122,3.0,0.832,0.9062,30.2058,0.832,
S069,11,122,3.0,0.9803,1.0699,35.6638,0.9803,
S069,12,122,3.0,1.0726,1.168,38.9345,1.0726,
S069,13,122,3.0,1.0354,1.123,37.4346,1.0354,
S069,14,122,3.0,0.8034,0.8808,29.3596,0.8034,
S069,15,122,3.0,0.5537,0.6247,20.8247,0.5537,
S069,16,122,3.0,0.263,0.3097,10.3239,0.263,
S069,17,122,3.0,0.0402,0.104,3.4674,0.0402,
S069,18,122,3.0,0.0017,0.0133,0.443,0.0017,
S069,19,122,3.0,0.0,0.0,0.0,0.0,
S070,6,122,2.1,0.0603,0.0603,2.8714,0.0603,
S070,7,122,2.1,0.0565,0.0653,3.1103,0.0308,1.9472
S070,8,122,2.1,0.0709,0.0952,4.5355,0.0241,1.1638
S070,9,122,2.1,0.1211,0.1601,7.6247,0.0568,1.1844
S070,10,122,2.1,0.1566,0.2138,10.1806,0.0614,1.1401
S070,11,122,2.1,0.1738,0.2233,10.6312,0.0596,1.1136
S070,12,122,2.1,0.1848,0.2368,11.275,0.0557,1.0994
S070,13,122,2.1,0.203,0.2571,12.2414,0.075,1.1476
S070,14,122,2.1,0.1562,0.2065,9.8312,0.0629,1.1491
S070,15,122,2.1,0.1223,0.1651,7.8628,0.0394,1.1248
S070,16,122,2.1,0.0844,0.1175,5.5932,0.0486,1.3101
S070,17,122,2.1,0.0542,0.059,2.8077,0.0503,2.4045
S070,18,122,2.1,0.0577,0.0583,2.778,0.0575,21.6371
S070,19,122,2.1,0.0603,0.0603,2.8714,0.0603,
S071,6,122,20.0,2.5962,3.1509,15.7544,-2.2975,0.147
S071,7,122,20.0,2.6074,3.1533,15.7665,-2.3736,0.1463
S071,8,122,20.0,2.1024,2.5747,12.8736,-1.8782,0.3905
S071,9,122,20.0,1.3477,1.8593,9.2967,-0.8627,0.7729
S071,10,122,20.0,1.4832,1.8497,9.2486,-0.0875,0.9788
S071,11,122,20.0,1.6903,2.0366,10.183,0.2894,1.0647
S071,12,122,20.0,1.885,2.2622,11.3111,0.4837,1.1075
S071,13,122,20.0,1.6457,1.9827,9.9137,0.2131,1.0481
S071,14,122,20.0,1.4698,1.8861,9.4305,-0.3534,0.9124
S071,15,122,20.0,1.5808,1.9881,9.9403,-1.1353,0.6849
S071,16,122,20.0,2.1827,2.6381,13.1903,-1.918,0.3731
S071,17,122,20.0,2.5693,3.1099,15.5496,-2.2659,0.1825
S071,18,122,20.0,2.5954,3.1508,15.7539,-2.2983,0.147
S071,19,122,20.0,2.6027,3.1516,15.7578,-2.291,0.1474
S072,6,122,3.125,0.1572,0.1578,5.0499,0.1572,36.5096
S072,7,122,3.125,0.1261,0.1493,4.7766,0.0573,1.52
S072,8,122,3.125,0.2511,0.31,9.92,-0.1477,0.7253
S072,9,122,3.125,0.3458,0.444,14.2087,-0.063,0.9377
S072,10,122,3.125,0.382,0.4729,15.1318,-0.057,0.9593
S072,11,122,3.125,0.4338,0.5303,16.969,-0.1447,0.9134
S072,12,122,3.125,0.4315,0.5399,17.2769,-0.1096,0.9355
S072,13,122,3.125,0.4391,0.5466,17.4896,-0.0596,0.9627
S072,14,122,3.125,0.367,0.4666,14.9298,-0.1043,0.926
S072,15,122,3.125,0.2564,0.3546,11.3486,-0.0813,0.9185
S072,16,122,3.125,0.1464,0.1797,5.7517,0.1,1.2602
S072,17,122,3.125,0.139,0.1479,4.733,0.1381,3.0355
S072,18,122,3.125,0.1573,0.158,5.0571,0.1573,37.1985
S072,19,122,3.125,0.1616,0.1616,5.1712,0.1616,
S073,6,122,15.0,0.3696,0.3753,2.5019,0.3696,17.5179
S073,7,122,15.0,0.4682,0.6831,4.5542,-0.1546,0.7172
S073,8,122,15.0,0.8596,1.1249,7.4995,-0.6513,0.6692
S073,9,122,15.0,1.0511,1.3818,9.2117,-0.506,0.8571
S073,10,122,15.0,1.5032,1.8975,12.6502,-0.8929,0.8219
S073,11,122,15.0,1.8522,2.2823,15.2155,-1.1561,0.8043
S073,12,122,15.0,1.8506,2.2162,14.7746,-1.0452,0.824
S073,13,122,15.0,1.6402,1.9491,12.9942,-0.981,0.8209
S073,14,122,15.0,1.4474,1.9362,12.908,-0.8034,0.8213
S073,15,122,15.0,0.8709,1.2867,8.578,-0.3902,0.8684
S073,16,122,15.0,0.3952,0.6369,4.2458,-0.0848,0.9395
S073,17,122,15.0,0.3706,0.4678,3.1184,0.1838,1.5486
S073,18,122,15.0,0.3704,0.3775,2.5166,0.3695,17.3905
S073,19,122,15.0,0.39,0.3905,2.603,0.39,191.296
S074,6,122,4.0,0.0061,0.0188,0.4693,-0.0061,0.0
S074,7,122,4.0,0.1362,0.2256,5.6399,-0.1362,0.0274
S074,8,122,4.0,0.2631,0.339,8.4757,-0.1807,0.6317
S074,9,122,4.0,0.2452,0.3443,8.6071,-0.0122,0.9861
S074,10,122,4.0,0.3177,0.4329,10.8233,0.0401,1.0321
S074,11,122,4.0,0.3521,0.4982,12.4546,0.0269,1.0188
S074,12,122,4.0,0.3557,0.5065,12.6637,-0.0411,0.9735
S074,13,122,4.0,0.3625,0.5195,12.988,-0.03,0.9798
S074,14,122,4.0,0.3881,0.5382,13.4542,-0.0231,0.9809
S074,15,122,4.0,0.2295,0.3446,8.6158,-0.0352,0.9565
S074,16,122,4.0,0.1323,0.2098,5.2455,-0.0143,0.9606
S074,17,122,4.0,0.0373,0.0801,2.0024,-0.0244,0.6829
S074,18,122,4.0,0.0042,0.0156,0.3901,-0.0042,0.0
S074,19,122,4.0,0.0,0.0,0.0,0.0,
S075,6,122,2.63,0.0034,0.0102,0.3895,-0.0034,0.0
S075,7,122,2.63,0.0659,0.1156,4.3941,-0.0659,0.0677
S075,8,122,2.63,0.1491,0.1922,7.3094,-0.1109,0.6118
S075,9,122,2.63,0.1697,0.2351,8.9377,0.0039,1.0074
S075,10,122,2.63,0.2228,0.2996,11.3932,0.0741,1.104
S075,11,122,2.63,0.2584,0.3451,13.1212,0.0075,1.0084
S075,12,122,2.63,0.2713,0.3659,13.9143,0.049,1.0551
S075,13,122,2.63,0.2984,0.3938,14.9716,0.0631,1.0738
S075,14,122,2.63,0.2611,0.3321,12.6277,0.0574,1.0822
S075,15,122,2.63,0.1673,0.2142,8.1456,0.0268,1.0575
S075,16,122,2.63,0.0827,0.1179,4.4836,0.016,1.0777
S075,17,122,2.63,0.0241,0.0414,1.5733,-0.0076,0.8232
S075,18,122,2.63,0.0035,0.0113,0.4303,-0.0024,0.2736
S075,19,122,2.63,0.0,0.0,0.0,0.0,
S076,6,122,5.0,0.3315,0.3315,6.63,0.3315,
S076,7,122,5.0,0.3359,0.3393,6.7865,0.3359,
S076,8,122,5.0,0.6302,0.7328,14.6569,0.6302,
S076,9,122,5.0,1.2756,1.3698,27.3963,1.2756,
S076,10,122,5.0,1.6946,1.7924,35.848,1.6946,
S076,11,122,5.0,1.8692,1.9696,39.3918,1.8692,
S076,12,122,5.0,1.9096,2.0026,40.0522,1.9096,
S076,13,122,5.0,1.8485,1.9303,38.6061,1.8485,
S076,14,122,5.0,1.5973,1.6793,33.5863,1.5973,
S076,15,122,5.0,1.213,1.2899,25.7984,1.213,
S076,16,122,5.0,0.7329,0.781,15.6197,0.7329,
S076,17,122,5.0,0.3919,0.4152,8.3031,0.3919,
S076,18,122,5.0,0.3336,0.3341,6.6811,0.3336,
S076,19,122,5.0,0.3315,0.3315,6.63,0.3315,
S077,6,122,0.901,0.0394,0.0394,4.3729,0.0394,
S077,7,122,0.901,0.0399,0.0403,4.4783,0.0399,
S077,8,122,0.901,0.0726,0.0886,9.8351,0.0726,
S077,9,122,0.901,0.1186,0.1342,14.8895,0.1186,
S077,10,122,0.901,0.1226,0.147,16.3099,0.1226,
S077,11,122,0.901,0.1124,0.1432,15.8953,0.1124,
S077,12,122,0.901,0.1129,0.1472,16.339,0.1129,
S077,13,122,0.901,0.1101,0.1446,16.0438,0.1101,
S077,14,122,0.901,0.0908,0.1171,13.0005,0.0908,
S077,15,122,0.901,0.0752,0.0936,10.3865,0.0752,
S077,16,122,0.901,0.0603,0.073,8.1015,0.0603,
S077,17,122,0.901,0.0461,0.0491,5.4496,0.0461,
S077,18,122,0.901,0.0394,0.0394,4.3729,0.0394,
S077,19,122,0.901,0.0394,0.0394,4.3729,0.0394,
S115,6,122,7.0,0.0,0.0,0.0,0.0,
S115,7,122,7.0,0.4086,1.0129,14.4694,-0.4086,0.0
S115,8,122,7.0,1.0719,1.5232,21.7593,-1.0719,0.0
S115,9,122,7.0,1.8815,2.4241,34.6294,-1.8815,0.0
S115,10,122,7.0,2.4883,3.1095,44.4217,-2.4883,0.0
S115,11,122,7.0,3.171,3.8411,54.8734,-3.171,0.0
S115,12,122,7.0,3.2148,3.8928,55.6113,-3.2148,0.0
S115,13,122,7.0,2.949,3.57,50.9993,-2.949,0.0
S115,14,122,7.0,2.5582,3.0961,44.2295,-2.5582,0.0
S115,15,122,7.0,1.9681,2.4075,34.3934,-1.9681,0.0
S115,16,122,7.0,0.9771,1.477,21.1002,-0.9771,0.0
S115,17,122,7.0,0.3986,1.1033,15.7607,-0.3986,0.0
S115,18,122,7.0,0.2654,1.0047,14.3527,-0.2654,0.0
S115,19,122,7.0,0.0,0.0,0.0,0.0,
S116,6,122,22.0,0.0174,0.0903,0.4107,-0.0174,0.0
S116,7,122,22.0,0.727,1.2217,5.5533,-0.727,0.0
S116,8,122,22.0,3.409,4.1285,18.7657,-3.409,0.0
S116,9,122,22.0,6.8701,7.8527,35.6941,-6.8701,0.0
S116,10,122,22.0,8.8843,10.1829,46.286,-8.8843,0.0
S116,11,122,22.0,10.319,11.7278,53.3084,-10.319,0.0
S116,12,122,22.0,10.7121,12.159,55.2684,-10.7121,0.0
S116,13,122,22.0,10.3368,11.6947,53.1576,-10.3368,0.0
S116,14,122,22.0,8.3597,9.5868,43.5763,-8.3597,0.0
S116,15,122,22.0,5.6302,6.6689,30.3131,-5.6302,0.0
S116,16,122,22.0,2.5454,3.2202,14.637,-2.5454,0.0
S116,17,122,22.0,0.4716,0.8815,4.0069,-0.4716,0.0
S116,18,122,22.0,0.0415,0.1291,0.5867,-0.0415,0.0
S116,19,122,22.0,0.0002,0.0027,0.0123,-0.0002,0.0
