site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio
S048,7,122,4.0,0.0752,0.1407,3.5163,-0.0646,0.2442
S048,8,122,4.0,0.1885,0.2321,5.8024,-0.1123,0.7053
S048,9,122,4.0,0.2157,0.306,7.6502,0.0276,1.038
S048,10,122,4.0,0.3115,0.4279,10.6972,0.0459,1.0449
S048,11,122,4.0,0.3426,0.469,11.7246,-0.0033,0.9974
S048,12,122,4.0,0.3784,0.4954,12.3853,0.0304,1.0235
S048,13,122,4.0,0.3442,0.4608,11.5212,0.0438,1.0383
S048,14,122,4.0,0.314,0.405,10.126,0.0477,1.0498
S048,15,122,4.0,0.2365,0.3203,8.0075,0.0585,1.0906
S048,16,122,4.0,0.0978,0.1372,3.4299,0.0193,1.0684
S048,17,122,4.0,0.0253,0.0575,1.4386,-0.0145,0.721
S048,18,122,4.0,0.0015,0.0053,0.1331,0.0009,2.8241
S048,19,122,4.0,0.0,0.0,0.0,0.0,
S049,6,122,14.1,0.0283,0.0719,0.5099,0.0283,4.3172
S049,7,122,14.1,0.184,0.3116,2.2097,-0.0965,0.6615
S049,8,122,14.1,0.5863,0.7602,5.3913,-0.3126,0.76
S049,9,122,14.1,0.61,0.8775,6.2237,-0.1544,0.9338
S049,10,122,14.1,0.8163,1.1774,8.3506,-0.1698,0.9478
S049,11,122,14.1,0.9433,1.244,8.8225,-0.0664,0.9816
S049,12,122,14.1,1.0668,1.4998,10.637,-0.3233,0.919
S049,13,122,14.1,1.0812,1.5591,11.0573,-0.2266,0.9381
S049,14,122,14.1,0.855,1.1931,8.4616,-0.1415,0.9519
S049,15,122,14.1,0.4836,0.6758,4.7927,-0.014,0.9925
S049,16,122,14.1,0.286,0.4078,2.8923,0.0656,1.0794
S049,17,122,14.1,0.1035,0.1942,1.3776,0.0428,1.2658
S049,18,122,14.1,0.0129,0.0446,0.316,0.0127,3.3482
S049,19,122,14.1,0.0,0.0,0.0,0.0,
S050,6,122,2.55,0.0296,0.0478,1.8727,-0.0293,0.0181
S050,7,122,2.55,0.064,0.0834,3.271,-0.0637,0.1601
S050,8,122,2.55,0.0996,0.1361,5.3372,-0.016,0.9114
S050,9,122,2.55,0.2675,0.3352,13.1467,0.1635,1.5436
S050,10,122,2.55,0.395,0.4976,19.5145,0.2879,1.7352
S050,11,122,2.55,0.454,0.5835,22.8822,0.3455,1.7585
S050,12,122,2.55,0.5063,0.6301,24.7091,0.36,1.737
S050,13,122,2.55,0.4649,0.5853,22.9522,0.3331,1.7187
S050,14,122,2.55,0.4196,0.5067,19.8706,0.2881,1.7722
S050,15,122,2.55,0.2496,0.3131,12.2776,0.1639,1.5791
S050,16,122,2.55,0.0879,0.1138,4.4639,0.0428,1.2695
S050,17,122,2.55,0.0456,0.0618,2.424,-0.0324,0.531
S050,18,122,2.55,0.0297,0.048,1.8822,-0.0275,0.0933
S050,19,122,2.55,0.0282,0.0475,1.8625,-0.0282,0.0
S051,6,122,5.025,0.0353,0.186,3.7019,-0.0341,0.0267
S051,7,122,5.025,0.1119,0.2384,4.744,-0.1028,0.174
S051,8,122,5.025,0.226,0.3169,6.3063,-0.0415,0.8864
S051,9,122,5.025,0.3698,0.4901,9.7535,0.1864,1.2687
S051,10,122,5.025,0.6053,0.7682,15.2867,0.4582,1.4765
S051,11,122,5.025,0.7357,0.9155,18.218,0.5591,1.5101
S051,12,122,5.025,0.6903,0.8738,17.39,0.4411,1.3438
S051,13,122,5.025,0.716,0.901,17.9297,0.48,1.4106
S051,14,122,5.025,0.5255,0.6774,13.4803,0.2618,1.2629
S051,15,122,5.025,0.323,0.417,8.2988,0.0653,1.0945
S051,16,122,5.025,0.231,0.4056,8.0718,-0.1246,0.7221
S051,17,122,5.025,0.1402,0.3499,6.9629,-0.1353,0.2444
S051,18,122,5.025,0.0929,0.3029,6.0284,-0.0927,0.0141
S051,19,122,5.025,0.0693,0.2394,4.7649,-0.0693,0.0
S052,6,122,6.08,0.0224,0.0595,0.9781,0.0211,4.4848
S052,7,122,6.08,0.1286,0.2237,3.6793,-0.0476,0.7561
S052,8,122,6.08,0.3047,0.4093,6.7322,-0.2525,0.6604
S052,9,122,6.08,0.526,0.6811,11.2029,-0.4691,0.6719
S052,10,122,6.08,0.7448,0.9383,15.4327,-0.6884,0.6464
S052,11,122,6.08,0.9543,1.1745,19.3179,-0.8731,0.6161
S052,12,122,6.08,1.1437,1.3659,22.4649,-1.0556,0.5731
S052,13,122,6.08,0.9856,1.2491,20.5448,-0.8893,0.603
S052,14,122,6.08,0.841,1.0157,16.7054,-0.7688,0.5861
S052,15,122,6.08,0.5088,0.6884,11.3228,-0.4317,0.643
S052,16,122,6.08,0.2131,0.369,6.0686,-0.1345,0.7791
S052,17,122,6.08,0.0787,0.1342,2.2071,0.0105,1.0773
S052,18,122,6.08,0.0103,0.0361,0.5936,0.008,1.7053
S052,19,122,6.08,0.0,0.0,0.0,0.0,
S053,6,122,13.33,5.4046,5.4225,40.6791,-5.4046,0.0244
S053,7,122,13.33,3.6838,3.9078,29.3159,-3.6838,0.3351
S053,8,122,13.33,2.2467,2.4325,18.2487,-2.2467,0.5945
S053,9,122,13.33,1.4127,1.6708,12.5342,-1.2889,0.7674
S053,10,122,13.33,1.2338,1.4118,10.5911,-0.5695,0.8972
S053,11,122,13.33,1.2252,1.3661,10.248,-0.23,0.9585
S053,12,122,13.33,1.1829,1.3418,10.0661,-0.1905,0.9656
S053,13,122,13.33,1.146,1.3021,9.768,-0.3688,0.9334
S053,14,122,13.33,1.1081,1.384,10.3828,-0.8546,0.8457
S053,15,122,13.33,1.7392,1.9375,14.5347,-1.7106,0.6912
S053,16,122,13.33,2.4146,2.5325,18.9985,-2.4146,0.5642
S053,17,122,13.33,4.1032,4.3664,32.7561,-4.1032,0.2594
S053,18,122,13.33,4.1925,4.7344,35.5168,-4.1925,0.0674
S053,19,122,13.33,4.4956,4.9905,37.4384,-4.4956,0.0
S054,6,122,11.272,0.0262,0.0708,0.6281,0.0174,2.2246
S054,7,122,11.272,0.1927,0.3642,3.2307,-0.1202,0.6104
S054,8,122,11.272,0.438,0.5835,5.1764,-0.0938,0.9162
S054,9,122,11.272,0.7782,0.9692,8.5981,0.3439,1.1575
S054,10,122,11.272,1.0105,1.2701,11.2674,0.7358,1.2532
S054,11,122,11.272,1.0853,1.3039,11.5677,0.6292,1.1771
S054,12,122,11.272,1.2369,1.518,13.4671,0.6909,1.1858
S054,13,122,11.272,1.2046,1.4498,12.8623,0.8047,1.242
S054,14,122,11.272,1.0224,1.306,11.5867,0.6284,1.2253
S054,15,122,11.272,0.6551,0.8073,7.1623,0.3753,1.1981
S054,16,122,11.272,0.3492,0.4351,3.86,0.2033,1.2353
S054,17,122,11.272,0.0882,0.149,1.3214,0.0272,1.1503
S054,18,122,11.272,0.0155,0.052,0.461,0.0048,1.3061
S054,19,122,11.272,0.0044,0.0346,0.3067,-0.0044,0.0
S055,6,122,4.0,0.2002,0.2365,5.9114,-0.1992,0.0025
S055,7,122,4.0,0.2289,0.246,6.1489,-0.2219,0.0653
S055,8,122,4.0,0.2262,0.259,6.4761,-0.0977,0.6954
S055,9,122,4.0,0.4145,0.4779,11.9475,0.2805,1.7471
S055,10,122,4.0,0.6453,0.733,18.3255,0.486,2.1083
S055,11,122,4.0,0.8118,0.9436,23.5896,0.6255,2.3032
S055,12,122,4.0,0.8589,0.9938,24.8459,0.6518,2.3048
S055,13,122,4.0,0.8043,0.9072,22.6797,0.5833,2.2079
S055,14,122,4.0,0.6304,0.7249,18.1231,0.4305,2.0049
S055,15,122,4.0,0.4001,0.4724,11.8095,0.2627,1.7382
S055,16,122,4.0,0.1491,0.2283,5.7087,-0.0535,0.8296
S055,17,122,4.0,0.2457,0.261,6.5252,-0.221,0.1324
S055,18,122,4.0,0.205,0.2382,5.956,-0.2031,0.006
S055,19,122,4.0,0.202,0.2378,5.9451,-0.202,0.0
S056,6,122,3.15,0.0007,0.0019,0.0617,0.0007,
S056,7,122,3.15,0.0524,0.103,3.2687,-0.0425,0.2872
S056,8,122,3.15,0.1325,0.1669,5.2973,-0.0605,0.7848
S056,9,122,3.15,0.1649,0.2216,7.0352,0.0399,1.0693
S056,10,122,3.15,0.2206,0.2831,8.9879,0.1085,1.135
S056,11,122,3.15,0.2724,0.3395,10.7763,0.0179,1.0185
S056,12,122,3.15,0.2869,0.378,11.9987,-0.0301,0.9705
S056,13,122,3.15,0.2556,0.3257,10.3405,0.0759,1.0853
S056,14,122,3.15,0.2289,0.2811,8.9228,0.1094,1.1501
S056,15,122,3.15,0.1379,0.169,5.3658,0.0711,1.1434
S056,16,122,3.15,0.0773,0.1169,3.7122,0.0326,1.1542
S056,17,122,3.15,0.0154,0.0324,1.0297,0.0034,1.1046
S056,18,122,3.15,0.0011,0.0037,0.1163,0.0007,2.3827
S056,19,122,3.15,0.0,0.0,0.0,0.0,
S058,6,122,5.99,0.021,0.0558,0.9313,0.02,3.494
S058,7,122,5.99,0.1113,0.1902,3.1749,-0.0192,0.8896
S058,8,122,5.99,0.2377,0.306,5.1086,-0.0898,0.8663
S058,9,122,5.99,0.4325,0.5194,8.6709,-0.1791,0.8532
S058,10,122,5.99,0.6739,0.803,13.4052,-0.3569,0.791
S058,11,122,5.99,0.7803,0.9466,15.8032,-0.4802,0.7685
S058,12,122,5.99,0.7905,0.9801,16.363,-0.4208,0.7984
S058,13,122,5.99,0.7538,0.9473,15.8154,-0.3919,0.798
S058,14,122,5.99,0.6675,0.7867,13.1331,-0.4651,0.7165
S058,15,122,5.99,0.3543,0.4591,7.6652,-0.2007,0.8201
S058,16,122,5.99,0.1825,0.235,3.9233,0.1004,1.2009
S058,17,122,5.99,0.0743,0.1211,2.0211,0.0604,1.5724
S058,18,122,5.99,0.0133,0.041,0.6842,0.0124,2.6854
S058,19,122,5.99,0.0,0.0,0.0,0.0,
S059,6,122,2.0,0.364,0.3831,19.155,-0.3561,0.0207
S059,7,122,2.0,0.3348,0.3499,17.4968,-0.3318,0.1161
S059,8,122,2.0,0.2351,0.2647,13.2375,-0.2237,0.4354
S059,9,122,2.0,0.1223,0.162,8.0995,-0.0515,0.8775
S059,10,122,2.0,0.1717,0.2147,10.7362,0.0606,1.1425
S059,11,122,2.0,0.1993,0.2384,11.9218,0.1106,1.2525
S059,12,122,2.0,0.2214,0.2627,13.1327,0.1276,1.2846
S059,13,122,2.0,0.2054,0.2508,12.5402,0.1191,1.2686
S059,14,122,2.0,0.1646,0.2051,10.2569,0.0407,1.0926
S059,15,122,2.0,0.125,0.1714,8.5695,-0.0724,0.8295
S059,16,122,2.0,0.2015,0.2196,10.9778,-0.1849,0.5354
S059,17,122,2.0,0.3357,0.355,17.7492,-0.3334,0.1302
S059,18,122,2.0,0.3664,0.3859,19.2943,-0.3629,0.017
S059,19,122,2.0,0.3663,0.3875,19.377,-0.3663,0.0
S060,6,122,5.84,0.0092,0.0298,0.5108,-0.0089,0.069
S060,7,122,5.84,0.135,0.2253,3.8575,-0.1298,0.2186
S060,8,122,5.84,0.2856,0.3492,5.9787,-0.0728,0.8781
S060,9,122,5.84,0.5658,0.6705,11.4807,0.2287,1.1925
S060,10,122,5.84,0.7639,0.8863,15.1759,0.436,1.2714
S060,11,122,5.84,0.8125,0.9383,16.067,0.3786,1.1963
S060,12,122,5.84,0.8906,1.0397,17.8033,0.4661,1.2328
S060,13,122,5.84,0.8152,0.9606,16.4478,0.5503,1.3141
S060,14,122,5.84,0.746,0.8655,14.8198,0.4287,1.2898
S060,15,122,5.84,0.6019,0.7061,12.0911,0.2089,1.1888
S060,16,122,5.84,0.2389,0.3346,5.7288,0.0724,1.145
S060,17,122,5.84,0.057,0.1233,2.111,-0.0522,0.5859
S060,18,122,5.84,0.0094,0.0319,0.5461,-0.0093,0.1634
S060,19,122,5.84,0.0,0.0,0.0,0.0,
S061,6,122,3.784,0.0048,0.0151,0.3993,-0.0044,0.1579
S061,7,122,3.784,0.0979,0.1736,4.5868,-0.0963,0.1832
S061,8,122,3.784,0.2135,0.2717,7.1797,-0.1751,0.6118
S061,9,122,3.784,0.264,0.3776,9.9801,-0.0292,0.9648
S061,10,122,3.784,0.3583,0.4811,12.7149,0.0647,1.0577
S061,11,122,3.784,0.3599,0.5082,13.4305,-0.0443,0.9682
S061,12,122,3.784,0.3866,0.4935,13.0428,0.0592,1.043
S061,13,122,3.784,0.398,0.5218,13.7907,0.1235,1.1018
S061,14,122,3.784,0.3694,0.4831,12.7675,0.006,1.0056
S061,15,122,3.784,0.2301,0.3,7.9277,0.0236,1.0338
S061,16,122,3.784,0.1055,0.1801,4.7602,-0.0189,0.9412
S061,17,122,3.784,0.0337,0.0653,1.7248,-0.0283,0.5943
S061,18,122,3.784,0.0034,0.0124,0.3279,-0.003,0.337
S061,19,122,3.784,0.0,0.0,0.0,0.0,
S062,6,122,4.4537,0.0115,0.0309,0.6946,0.0115,4.6976
S062,7,122,4.4537,0.0565,0.0995,2.2349,-0.0059,0.9293
S062,8,122,4.4537,0.1279,0.1618,3.6331,-0.0225,0.9354
S062,9,122,4.4537,0.1951,0.2709,6.082,0.0563,1.0849
S062,10,122,4.4537,0.2073,0.2889,6.4858,0.0807,1.0867
S062,11,122,4.4537,0.2509,0.3613,8.1115,0.0186,1.0159
S062,12,122,4.4537,0.2601,0.345,7.7468,0.0568,1.0483
S062,13,122,4.4537,0.2879,0.3987,8.9516,0.0927,1.0846
S062,14,122,4.4537,0.2242,0.3181,7.142,0.0511,1.055
S062,15,122,4.4537,0.1672,0.22,4.9408,0.0502,1.0806
S062,16,122,4.4537,0.1171,0.1421,3.1898,0.0859,1.3244
S062,17,122,4.4537,0.0426,0.0736,1.6522,0.0372,1.7181
S062,18,122,4.4537,0.008,0.0248,0.5566,0.008,3.965
S062,19,122,4.4537,0.0,0.0,0.0,0.0,
S063,6,122,3.66,0.0112,0.032,0.8742,0.0112,
S063,7,122,3.66,0.0679,0.1041,2.8437,0.0098,1.1451
S063,8,122,3.66,0.1981,0.2507,6.8498,-0.0623,0.8577
S063,9,122,3.66,0.3491,0.4642,12.6831,-0.1043,0.8924
S063,10,122,3.66,0.3746,0.4883,13.3423,-0.076,0.943
S063,11,122,3.66,0.4342,0.5371,14.676,-0.1613,0.901
S063,12,122,3.66,0.4692,0.5975,16.3239,-0.1546,0.9076
S063,13,122,3.66,0.488,0.6471,17.6808,-0.1604,0.9012
S063,14,122,3.66,0.4071,0.5448,14.8857,-0.0797,0.9392
S063,15,122,3.66,0.2265,0.3203,8.7505,0.044,1.0514
S063,16,122,3.66,0.2038,0.2554,6.9776,0.1111,1.2978
S063,17,122,3.66,0.0615,0.1034,2.8239,0.0523,1.9678
S063,18,122,3.66,0.0124,0.037,1.0104,0.0124,
S063,19,122,3.66,0.0,0.0,0.0,0.0,
S064,6,122,3.288,0.0092,0.024,0.7298,0.0092,
S064,7,122,3.288,0.0582,0.0899,2.7349,-0.0126,0.8049
S064,8,122,3.288,0.126,0.1542,4.6905,-0.0359,0.8771
S064,9,122,3.288,0.1698,0.2368,7.2028,0.0109,1.019
S064,10,122,3.288,0.2147,0.305,9.2755,0.0767,1.0987
S064,11,122,3.288,0.2321,0.333,10.1287,0.0519,1.0547
S064,12,122,3.288,0.2354,0.3178,9.6658,0.0499,1.05
S064,13,122,3.288,0.2635,0.3418,10.3953,0.1274,1.1417
S064,14,122,3.288,0.2427,0.3064,9.3173,0.1426,1.1973
S064,15,122,3.288,0.2156,0.264,8.0282,0.1461,1.298
S064,16,122,3.288,0.1778,0.2189,6.6565,0.1444,1.6541
S064,17,122,3.288,0.0441,0.0814,2.4745,0.041,2.0472
S064,18,122,3.288,0.0061,0.0203,0.6186,0.0061,4.921
S064,19,122,3.288,0.0,0.0,0.0,0.0,
S065,6,122,1.9239,0.009,0.0216,1.1214,0.0006,1.0999
S065,7,122,1.9239,0.0374,0.0596,3.0973,-0.0127,0.7881
S065,8,122,1.9239,0.0958,0.1245,6.4721,-0.0234,0.9044
S065,9,122,1.9239,0.1611,0.2329,12.1049,0.0211,1.0403
S065,10,122,1.9239,0.1827,0.2658,13.8144,0.0762,1.1086
S065,11,122,1.9239,0.1975,0.281,14.6081,0.0029,1.0032
S065,12,122,1.9239,0.1891,0.2662,13.8386,0.0382,1.0429
S065,13,122,1.9239,0.2054,0.2932,15.2424,0.0341,1.0396
S065,14,122,1.9239,0.1912,0.2693,14.0001,-0.0094,0.9872
S065,15,122,1.9239,0.1201,0.1719,8.9363,0.0274,1.0582
S065,16,122,1.9239,0.0872,0.1155,6.0026,0.0507,1.2612
S065,17,122,1.9239,0.0264,0.0432,2.248,0.0127,1.2798
S065,18,122,1.9239,0.0088,0.0212,1.1024,-0.0,0.9946
S065,19,122,1.9239,0.0048,0.0165,0.8574,-0.0048,0.0
S066,6,122,5.45,0.0165,0.0453,0.8309,0.0124,1.8282
S066,7,122,5.45,0.0913,0.1428,2.62,-0.0249,0.8676
S066,8,122,5.45,0.3935,0.5642,10.3519,-0.3548,0.4649
S066,9,122,5.45,0.8509,1.0755,19.7332,-0.8198,0.3404
S066,10,122,5.45,0.9561,1.1579,21.246,-0.8139,0.5223
S066,11,122,5.45,0.9778,1.184,21.7245,-0.5238,0.7274
S066,12,122,5.45,0.7518,0.9936,18.2309,-0.2616,0.8741
S066,13,122,5.45,0.8582,1.0859,19.9251,-0.4456,0.761
S066,14,122,5.45,0.8262,1.0192,18.7006,-0.6677,0.5616
S066,15,122,5.45,0.6172,0.7866,14.4328,-0.5869,0.4292
S066,16,122,5.45,0.249,0.4108,7.5382,-0.1868,0.6202
S066,17,122,5.45,0.0747,0.1433,2.6301,-0.0095,0.9212
S066,18,122,5.45,0.0126,0.0415,0.762,0.0115,1.8802
S066,19,122,5.45,0.0,0.0,0.0,0.0,
S068,6,122,1.223,0.0034,0.0093,0.7611,0.0033,4.6927
S068,7,122,1.223,0.0208,0.0361,2.9499,-0.0051,0.8246
S068,8,122,1.223,0.044,0.0601,4.9158,-0.0135,0.8856
S068,9,122,1.223,0.0656,0.0908,7.4258,0.0007,1.0029
S068,10,122,1.223,0.0807,0.1113,9.1008,0.0107,1.0348
S068,11,122,1.223,0.099,0.1362,11.1352,0.0069,1.0184
S068,12,122,1.223,0.1029,0.1373,11.225,0.0084,1.0215
S068,13,122,1.223,0.1089,0.1467,11.993,0.0126,1.0345
S068,14,122,1.223,0.1034,0.1336,10.9207,0.0149,1.0508
S068,15,122,1.223,0.075,0.0978,7.9936,0.0243,1.1281
S068,16,122,1.223,0.0419,0.053,4.3377,0.0217,1.2398
S068,17,122,1.223,0.0143,0.0237,1.9389,0.0065,1.3127
S068,18,122,1.223,0.002,0.0072,0.5918,0.0007,1.3289
S068,19,122,1.223,0.0,0.0,0.0,0.0,
S069,6,122,3.0,0.0004,0.0011,0.0372,0.0004,
S069,7,122,3.0,0.0112,0.0297,0.9915,0.0112,
S069,8,122,3.0,0.1878,0.2686,8.9523,0.1878,
S069,9,122,3.0,0.5189,0.5711,19.0382,0.5189,
S069,10,122,3.0,0.7216,0.7791,25.9688,0.7216,
S069,11,122,3.0,0.8441,0.9142,30.4725,0.8441,
S069,12,122,3.0,0.9196,0.9941,33.1361,0.9196,
S069,13,122,3.0,0.8872,0.9556,31.8533,0.8872,
S069,14,122,3.0,0.6977,0.758,25.2657,0.6977,
S069,15,122,3.0,0.4848,0.5392,17.9744,0.4848,
S069,16,122,3.0,0.2324,0.2689,8.9647,0.2324,
S069,17,122,3.0,0.0377,0.0905,3.0156,0.0377,
S069,18,122,3.0,0.0022,0.0114,0.3788,0.0022,
S069,19,122,3.0,0.0,0.0,0.0,0.0,
S070,6,122,2.1,0.0045,0.0117,0.5591,0.0045,
S070,7,122,2.1,0.0291,0.0516,2.4581,-0.0062,0.808
S070,8,122,2.1,0.069,0.0892,4.2486,0.003,1.0206
S070,9,122,2.1,0.1085,0.1502,7.1519,0.0285,1.0926
S070,10,122,2.1,0.1462,0.2072,9.8649,0.038,1.0867
S070,11,122,2.1,0.1623,0.2167,10.3169,0.0378,1.072
S070,12,122,2.1,0.1778,0.2312,11.0089,0.0411,1.0732
S070,13,122,2.1,0.1886,0.2477,11.7974,0.0465,1.0916
S070,14,122,2.1,0.1436,0.1972,9.3918,0.0376,1.0891
S070,15,122,2.1,0.1142,0.1592,7.5815,0.0201,1.0639
S070,16,122,2.1,0.0688,0.1081,5.1453,0.0236,1.151
S070,17,122,2.1,0.0171,0.0303,1.4428,0.0052,1.1465
S070,18,122,2.1,0.0019,0.0065,0.3104,0.0006,1.2096
S070,19,122,2.1,0.0,0.0,0.0,0.0,
S071,6,122,20.0,2.7045,3.4487,17.2435,-2.6672,0.0098
S071,7,122,20.0,2.6259,3.3037,16.5183,-2.6123,0.0605
S071,8,122,20.0,2.2007,2.6791,13.3956,-2.0585,0.332
S071,9,122,20.0,1.4617,1.9434,9.7169,-1.0557,0.7221
S071,10,122,20.0,1.5298,1.8911,9.4553,-0.2397,0.942
S071,11,122,20.0,1.6528,2.05,10.2499,0.153,1.0342
S071,12,122,20.0,1.8716,2.2692,11.3462,0.3161,1.0702
S071,13,122,20.0,1.6487,1.9994,9.9972,0.044,1.0099
S071,14,122,20.0,1.5898,1.9578,9.7891,-0.4292,0.8937
S071,15,122,20.0,1.7078,2.1065,10.5324,-1.324,0.6325
S071,16,122,20.0,2.2729,2.7795,13.8977,-2.1053,0.3118
S071,17,122,20.0,2.625,3.3273,16.6366,-2.5725,0.0719
S071,18,122,20.0,2.7001,3.4504,17.2521,-2.674,0.0075
S071,19,122,20.0,2.687,3.4502,17.2508,-2.687,0.0
S072,6,122,3.125,0.0078,0.022,0.7031,0.0073,2.6465
S072,7,122,3.125,0.0705,0.1274,4.0761,-0.0447,0.5945
S072,8,122,3.125,0.2733,0.3368,10.7791,-0.2045,0.6196
S072,9,122,3.125,0.3505,0.4517,14.4548,-0.1087,0.8926
S072,10,122,3.125,0.3908,0.4817,15.4155,-0.1178,0.9159
S072,11,122,3.125,0.4554,0.5583,17.8661,-0.2327,0.8607
S072,12,122,3.125,0.4698,0.5719,18.2993,-0.2178,0.8718
S072,13,122,3.125,0.4844,0.5837,18.6778,-0.2024,0.8733
S072,14,122,3.125,0.4039,0.5027,16.0859,-0.2077,0.8526
S072,15,122,3.125,0.277,0.3714,11.8848,-0.1399,0.8598
S072,16,122,3.125,0.1114,0.1513,4.8424,0.0293,1.0762
S072,17,122,3.125,0.0325,0.0552,1.7665,0.0164,1.2418
S072,18,122,3.125,0.0048,0.0161,0.514,0.0046,2.05
S072,19,122,3.125,0.0,0.0,0.0,0.0,
S073,6,122,15.0,0.0228,0.0593,0.3952,0.0111,1.4962
S073,7,122,15.0,0.3886,0.6832,4.5548,-0.3601,0.3411
S073,8,122,15.0,0.9511,1.1894,7.9295,-0.7118,0.6385
S073,9,122,15.0,1.1631,1.4448,9.632,-0.6833,0.807
S073,10,122,15.0,1.5736,1.9209,12.8063,-1.0218,0.7962
S073,11,122,15.0,1.905,2.3109,15.4061,-1.3162,0.7772
S073,12,122,15.0,1.9462,2.255,15.0336,-1.1962,0.7986
S073,13,122,15.0,1.7336,2.0158,13.4388,-1.0722,0.8043
S073,14,122,15.0,1.485,1.9204,12.8029,-0.8053,0.8209
S073,15,122,15.0,0.9258,1.3039,8.6926,-0.477,0.8391
S073,16,122,15.0,0.4029,0.6386,4.2574,-0.187,0.8666
S073,17,122,15.0,0.1655,0.392,2.6135,-0.0976,0.7087
S073,18,122,15.0,0.0159,0.0482,0.3211,0.0,1.0001
S073,19,122,15.0,0.002,0.02,0.1332,-0.002,0.0
S074,6,122,4.0,0.0056,0.0169,0.422,-0.0052,0.1507
S074,7,122,4.0,0.1194,0.2034,5.0859,-0.1183,0.1555
S074,8,122,4.0,0.237,0.311,7.7756,-0.1224,0.7505
S074,9,122,4.0,0.2624,0.3548,8.8697,0.0748,1.085
S074,10,122,4.0,0.333,0.4468,11.1688,0.1224,1.0979
S074,11,122,4.0,0.3799,0.515,12.8742,0.1225,1.0856
S074,12,122,4.0,0.3745,0.509,12.7246,0.064,1.0413
S074,13,122,4.0,0.3656,0.514,12.8501,0.0141,1.0095
S074,14,122,4.0,0.3994,0.5332,13.3288,0.0491,1.0407
S074,15,122,4.0,0.2385,0.338,8.4508,0.0214,1.0264
S074,16,122,4.0,0.1376,0.206,5.1497,0.0239,1.066
S074,17,122,4.0,0.0334,0.0733,1.8329,-0.0157,0.7958
S074,18,122,4.0,0.0033,0.0124,0.3109,-0.0031,0.2667
S074,19,122,4.0,0.0,0.0,0.0,0.0,
S075,6,122,2.63,0.0032,0.0091,0.3444,-0.0029,0.1714
S075,7,122,2.63,0.0553,0.1034,3.9301,-0.0551,0.2211
S075,8,122,2.63,0.1281,0.1728,6.5712,-0.0757,0.7351
S075,9,122,2.63,0.1731,0.2358,8.9641,0.04,1.0765
S075,10,122,2.63,0.2369,0.3099,11.7819,0.1135,1.1593
S075,11,122,2.63,0.264,0.3467,13.1826,0.0607,1.0677
S075,12,122,2.63,0.2962,0.3804,14.4634,0.1163,1.1308
S075,13,122,2.63,0.3198,0.4044,15.375,0.1202,1.1408
S075,14,122,2.63,0.2816,0.3462,13.1634,0.1139,1.1631
S075,15,122,2.63,0.186,0.2289,8.7036,0.0804,1.1722
S075,16,122,2.63,0.0938,0.1256,4.7755,0.0471,1.228
S075,17,122,2.63,0.0213,0.0403,1.5318,0.0004,1.0103
S075,18,122,2.63,0.0026,0.0089,0.3401,-0.0008,0.7453
S075,19,122,2.63,0.0,0.0,0.0,0.0,
S076,6,122,5.0,0.0185,0.0527,1.053,0.0185,
S076,7,122,5.0,0.1198,0.1527,3.0532,0.1198,
S076,8,122,5.0,0.4948,0.6131,12.2622,0.4948,
S076,9,122,5.0,1.1114,1.2094,24.1882,1.1114,
S076,10,122,5.0,1.5307,1.632,32.6406,1.5307,
S076,11,122,5.0,1.7474,1.8562,37.1236,1.7474,
S076,12,122,5.0,1.8788,1.9884,39.7673,1.8788,
S076,13,122,5.0,1.7384,1.8319,36.6378,1.7384,
S076,14,122,5.0,1.4708,1.5652,31.304,1.4708,
S076,15,122,5.0,1.0781,1.1648,23.2961,1.0781,
S076,16,122,5.0,0.5948,0.6588,13.1768,0.5948,
S076,17,122,5.0,0.1378,0.2327,4.6541,0.1378,
S076,18,122,5.0,0.0196,0.0578,1.1565,0.0196,
S076,19,122,5.0,0.0,0.0,0.0,0.0,
S077,6,122,0.901,0.0024,0.0059,0.6533,0.0024,
S077,7,122,0.901,0.0113,0.0141,1.5688,0.0113,
S077,8,122,0.901,0.0418,0.0583,6.4658,0.0418,
S077,9,122,0.901,0.0786,0.0934,10.3701,0.0786,
S077,10,122,0.901,0.0822,0.1047,11.6181,0.0822,
S077,11,122,0.901,0.0752,0.1034,11.4728,0.0752,
S077,12,122,0.901,0.0758,0.1072,11.9026,0.0758,
S077,13,122,0.901,0.0733,0.1049,11.6463,0.0733,
S077,14,122,0.901,0.0575,0.0826,9.169,0.0575,
S077,15,122,0.901,0.0437,0.0628,6.9679,0.0437,
S077,16,122,0.901,0.0314,0.0456,5.0606,0.0314,
S077,17,122,0.901,0.0124,0.0218,2.418,0.0124,
S077,18,122,0.901,0.0016,0.0049,0.5398,0.0016,
S077,19,122,0.901,0.0,0.0,0.0,0.0,
S115,6,122,7.0,0.0,0.0,0.0,0.0,
S115,7,122,7.0,0.4086,1.0129,14.4694,-0.4086,0.0
S115,8,122,7.0,1.0719,1.5232,21.7593,-1.0719,0.0
S115,9,122,7.0,1.8815,2.4241,34.6294,-1.8815,0.0
S115,10,122,7.0,2.4883,3.1095,44.4217,-2.4883,0.0
S115,11,122,7.0,3.171,3.8411,54.8734,-3.171,0.0
